20200308,曼哈顿河滨公园中的圣女贞德纪念碑 ,http://cn.bing.com//th?id=OHR.JoanNYC_ZH-CN1501350561_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200309,克拉克湖国家公园中一只休憩的灰熊幼崽，阿拉斯加库克湾 ,http://cn.bing.com//th?id=OHR.SnoozyTheBear_ZH-CN1561515228_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200310,加拿大恶地里石窟上方的银河，加拿大亚伯达省德拉姆黑勒 ,http://cn.bing.com//th?id=OHR.DrumhellerBadlands_ZH-CN3069391817_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200311,瓦普斯克国家公园内向洞穴外张望的北极熊幼崽，加拿大马尼托巴 ,http://cn.bing.com//th?id=OHR.CubsEmerge_ZH-CN1697031244_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200312,西耶斯塔海滩鸟瞰图，佛罗里达西耶斯塔岛 ,http://cn.bing.com//th?id=OHR.SiestaKey_ZH-CN1759696989_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200313,泰河畔伊尔的Les Orgues，法国北加泰罗尼亚 ,http://cn.bing.com//th?id=OHR.FrenchColorado_ZH-CN9446885520_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200315,缅因州达马里斯科塔地区的佩马基德灯塔 ,http://cn.bing.com//th?id=OHR.MetamorphicRocks_ZH-CN9753251368_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200316,克卢恩国家公园里的凯瑟琳湖和沃辛顿山，育空 ,http://cn.bing.com//th?id=OHR.YukonGames_ZH-CN0135612170_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200317,纽格兰奇墓，爱尔兰博因河谷 ,http://cn.bing.com//th?id=OHR.Knowth_ZH-CN0295374506_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200318,藏红花 ,http://cn.bing.com//th?id=OHR.KeichitsuCrocuse_ZH-CN1061292366_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200319,柬埔寨吴哥窟的日出 ,http://cn.bing.com//th?id=OHR.EquinoxAngkor_ZH-CN1157590532_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200320,一只苍鹭栖息在加利福尼亚索尔顿海的木桩上 ,http://cn.bing.com//th?id=OHR.SaltonSea_ZH-CN1265210111_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200321,Loughrigg Tarn的日出，英国英格兰湖区安布尔塞德 ,http://cn.bing.com//th?id=OHR.LoughriggTarn_ZH-CN1404327665_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200324,黄喉蜂虎，西班牙埃斯特雷马杜拉 ,http://cn.bing.com//th?id=OHR.SpainBeeEaters_ZH-CN2414526119_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200325,拉德克利夫图书馆，英国牛津 ,http://cn.bing.com//th?id=OHR.RadcliffeCamera_ZH-CN2499323035_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200326,鸟瞰蒙特雷附近的大苏尔海岸线，加利福尼亚州 ,http://cn.bing.com//th?id=OHR.NoCaliCoast_ZH-CN2604627519_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200327,在玉兰种植园里盛开的杜鹃花，南卡罗来纳州查尔斯顿 ,http://cn.bing.com//th?id=OHR.CharlestonAzaleas_ZH-CN3924268565_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200328,悬崖边的福门托尔角灯塔，西班牙马略卡岛 ,http://cn.bing.com//th?id=OHR.FormentorHolidays_ZH-CN3392936755_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200329,一只经受暴风雨的冠山雀，苏格兰 ,http://cn.bing.com//th?id=OHR.BorrowingDays_ZH-CN3558219803_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200330,中央公园，纽约 ,http://cn.bing.com//th?id=OHR.WalkingCentral_ZH-CN6818231087_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200331,连接巴林托伊附近两处悬崖的Carrick-a-Rede索桥，北爱尔兰安特里姆 ,http://cn.bing.com//th?id=OHR.CarrickSpring_ZH-CN7085146237_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200401,马拉克勒国家公园中一只隐身的chia象，南非林波波河 ,http://cn.bing.com//th?id=OHR.ShyGuy_ZH-CN7391687938_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200403,维多利亚瀑布上的彩虹，赞比亚 ,http://cn.bing.com//th?id=OHR.PlaceofRainbows_ZH-CN7878813025_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200404,【今日清明】哀悼为抗击新冠肺炎牺牲的烈士和逝世的同胞 ,http://cn.bing.com//th?id=OHR.QingmingCandle2020_ZH-CN2729283235_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200405,基西米湖中的绿色树蛙和紫色睡莲，佛罗里达州 ,http://cn.bing.com//th?id=OHR.KissimmeeFrog_ZH-CN8379824947_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200407,四月的满月从圣迈克尔山上升起，英国康沃尔 ,http://cn.bing.com//th?id=OHR.PinkMoon_ZH-CN9026483067_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200409,巴芬岛附近的一群独角鲸，加拿大努纳武特 ,http://cn.bing.com//th?id=OHR.UnicornoftheSea_ZH-CN2949385175_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200410,大熊雨林中一只柯莫德熊幼崽跟它的同胞挤在一起，加拿大 ,http://cn.bing.com//th?id=OHR.SpiritSiblings_ZH-CN7023585837_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200411,拉斯梅德拉斯的古罗马金矿遗址，西班牙莱昂 ,http://cn.bing.com//th?id=OHR.LasMedulasMine_ZH-CN7176415270_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200412,柏林亚历山大广场的复活节装饰 ,http://cn.bing.com//th?id=OHR.EastereggsBerlin_ZH-CN7293755224_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200413,Wat Chaloem Phra Kiat Phrachomklao Rachanusorn的浮庙，泰国南邦,http://cn.bing.com//th?id=OHR.WatChaloem_ZH-CN8722271527_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200414,伊斯塔帕海岸的热带斑海豚，墨西哥,http://cn.bing.com//th?id=OHR.BWFlipper_ZH-CN1813139386_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200415,Bhagsu的热带瀑布，印度喜马偕尔邦,http://cn.bing.com//th?id=OHR.HimachalFalls_ZH-CN2187203976_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200416,天生桥国家保护区中的sipapu桥，犹他州,http://cn.bing.com//th?id=OHR.NBNMSipapu_ZH-CN2293681419_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200417,阿尔冈金省立公园中一只正在树枝上休息的披肩鸡 ，加拿大安大略省,http://cn.bing.com//th?id=OHR.AlgonquinGrouse_ZH-CN2514966091_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200418,优胜美地国家公园中的春季瀑布,http://cn.bing.com//th?id=OHR.VernalFalls_ZH-CN2664125316_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
20200419,内斯特角灯塔上空的银河 ，苏格兰斯凯岛,http://cn.bing.com//th?id=OHR.NeistPoint_ZH-CN3115403132_1920x1080.jpg&rf=LaDigue_1920x1080.jpg&pid=hp
